"Dewey classification","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of creation/publication","Publisher","Date of creation/publication","Edition","Physical description","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"823.8","018665298","Monograph","Language material ; Text","Volume","GBB800529","","9780226564692","Beer, Gillian","","person","author","Beer, Gillian, author [person]","Alice in space : the sideways Victorian world of Lewis Carroll","","","","United States of America","Chicago","University of Chicago Press","2018","","1 volume, 23 cm","","Carroll, Lewis, 1832-1898--Criticism and interpretation","","English","",""
"823.8","018666139","Monograph","Language material ; Text","Volume","GBB801370","","9781407184494","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person]","Alice through the looking glass","","Scholastic classics","","England","London","Scholastic","2018","","1 volume","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","English","",""
"823.8","018684063","Monograph","Language material ; Still image ; Text","Volume","GBB813479","","9781782012108","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Everson, Michael, 1963-, editor [person] ; Basore, Brian R., writer [person] ; Rolen, J. Michael, illustrator [person]","Alice's adventures in Wonderland","","","","Ireland","Portlaoise","Evertype","2017","","vii, 114 pages, black and white illustrations, 22 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction ; Fantasy","English","",""
"823.8","018687864","Monograph","Language material ; Text","Online resource","GBB820869","","9780061992360","Carroll, Lewis","1832-1898","person","","Carroll, Lewis, 1832-1898 [person] ; Garcia, Camille Rose, 1970-, illustrator [person]","Alice's adventures in Wonderland","","","","United States of America","New York","Collins Design","2010","","1 online resource (159 pages), colour illustrations","ELD.DS.252333","Fiction--Classics ; Alice (Fictitious character : Carroll)--Fiction ; Alice, (Fictitious character from Carroll)","Children's fiction ; Fantasy ; Fiction","English","",""
"823.8","018689870","Monograph","Language material ; Text","Online resource","GBB851376","","9780062023315","Carroll, Lewis","1832-1898","person","","Carroll, Lewis, 1832-1898 [person]","Alice in wonderland","Alice's adventures in wonderland","Charming classics","","United States of America","New York","HarperFestival","2010","New edition","1 online resource, illustrations","ELD.DS.252873","Juvenile Fiction--Nursery Rhymes ; Juvenile Fiction--Fantasy & Magic ; Fantasy--Juvenile fiction","Children's fiction ; Fantasy ; Fiction","English","This edition originally published: 2000",""
"823.8","018732445","Monograph","Language material ; Text","Volume","GBB829492","","9781684051526","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Frison, Jenny, illustrator [person]","Alice's adventures in Wonderland","","","","United States of America","San Diego","","2018","","1 volume, 23 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","English","",""
"823.8","018732958","Monograph","Language material ; Still image ; Text","Volume","GBB830005","","9781786647825","Carroll, Lewis","1832-1898","person","author","Tenniel, John, 1820-1914, illustrator [person] ; Carroll, Lewis, 1832-1898, author [person] ; Carroll, Lewis, 1832-1898 [person] ; Holiday, Henry, 1839-1927, illustrator [person] ; Rackham, Arthur, 1867-1939, illustrator [person] ; Frost, A. B. (Arthur Burdett), 1851-1928, illustrator [person]","Alice's adventures in wonderland : poems, letters & biography","Novels. Selections ; Through the looking-glass","Gothic fantasy","","England","London","Flame Tree Publishing","2018","","479 pages, black and white illustrations, 24 cm","YKL.2019.a.2937","Alice, (Fictitious character from Carroll)--Fiction","Fiction","English","",""
"823.8","018732981","Monograph","Language material ; Still image ; Text","Volume","GBB830028","","9781786750457","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Ingpen, Robert, 1936-, artist [person]","Alice's adventures in Wonderland","","","","England","Bath","Palazzo","2018","New edition, illustrated by Robert Ingpen","1 volume, colour illustrations, 26 cm","","Alice, (Fictitious character from Carroll)--Pictorial works--Juvenile fiction","Children's fiction ; Pictorial work","English","",""
"823.8","018790430","Monograph","Language material ; Text","Volume","GBB8L1066","","","Bale, John","","person","author","Bale, John, author [person]","'I am no sportsman' : the sporting worlds of Lewis Carroll and Charles Dodgson","","","","England ; United Kingdom","","John Richard Bale","2017","","334 pages, black and white illustrations, 21 cm","YKL.2018.a.21888","Carroll, Lewis, 1832-1898 ; Sports in literature ; Sports--Great Britain--History","","English","",""
"823.8","018813276","Monograph","Language material ; Still image ; Text","Volume","GBB860477","","9781435166240","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Carroll, Lewis, 1832-1898 [person]","Alice's adventures in wonderland & other stories","Alice's adventures in Wonderland ; Alice's adventures in wonderland and other stories ; Hunting of the snark ; Sylvie and Bruno ; Through the looking-glass ; Works. Selections","Barnes & Noble leatherbound classic collection","","United States of America","New York","Barnes & Noble","2018","","xiv, 1165 pages, black and white illustrations, 24 cm","YKL.2021.a.4724","Alice, (Fictitious character from Carroll)--Fiction","Fiction","English","illustrations by Sir John Tenniel",""
"823.8","018829528","Monograph","Language material ; Still image ; Text","Volume","GBB866727","","9781509865727","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Wallis, Diz [person] ; Theaker, Harry G. [person]","Alice's adventures in Wonderland","","","","England","London","Macmillan","2018","","1 volume, colour illustrations, 27 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","English","",""
"823.8","018829529","Monograph","Language material ; Still image ; Text","Volume","GBB866728","","9781509865734","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person]","Through the looking-glass and what Alice found there","","","","England","London","Macmillan","2018","","1 volume, black and white illustrations, 27 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","English","",""
"823.8","018829543","Monograph","Language material ; Still image ; Text","Volume","GBB866742","","9781509878604","Krull, Kathleen","","person","author","Sardà, Júlia, illustrator [person] ; Krull, Kathleen, author [person]","One day in Wonderland : a celebration of Lewis Carroll's Alice","","","","England","London","Two Hoots","2018","","32 unnumbered pages, chiefly illustrations (black and white and colour), 29 cm","LC.31.b.19998","Carroll, Lewis, 1832-1898 ; Carroll, Lewis, 1832-1898--Juvenile literature ; Authors, English--19th century--Juvenile literature ; Alice, (Fictitious character from Carroll)--Juvenile literature","Children's literature","English","Additional physical form: ebook version. 9781529003444",""
"823.8","018837996","Monograph","Language material ; Still image ; Text","Volume","GBB872451","","9781782012092","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Nesterenko, Yury, translator [person] ; Fet, Victor, editor [person]","Prikliucheniia Alisy v strane Chudes","Alice's adventures in Wonderland. Russian","","","Ireland","Portlaoise","Evertype","2019","","xii, 138 pages, black and white illustrations, 22 cm","","Alice, (Fictitious character from Carroll)--Fiction","Fantasy ; Fiction","Russian","Translated from the English",""
"823.8","018840363","Monograph","Language material ; Still image ; Text","Volume","GBC100201","","9780241331620","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Carroll, Lewis, 1832-1898 [person]","Alice's adventures in Wonderland","Novels. Selections ; Through the looking-glass","","","United Kingdom","","Penguin","2017","","volumes, 243 pages, black and white illustrations, 24 cm","Nov.2019/1787","Alice, (Fictitious character from Carroll)--Fiction","Fiction","English","Originally published: 1998",""
"823.8","018863727","Monograph","Language material ; Still image ; Text","Volume","GBB886230","","9781788882170","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Carroll, Lewis, 1832-1898 [person]","Alice's adventures in Wonderland : and, Through the looking glass","Novels. Selections ; Through the looking-glass","","","England","London","Arcturus","2018","","1 volume, illustrations, 20 cm","","Children's stories, English ; Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","English","",""
"823.8","018863732","Monograph","Language material ; Text","Volume","GBB886235","","9781788882941","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Carroll, Lewis, 1832-1898 [person]","Alice's adventures in Wonderland : &, Through the looking-glass","Novels. Selections ; Through the looking glass","","","England","London","Arcturus","2018","","1 volume, 20 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction ; Fantasy fiction, English","Children's fiction","English","",""
"823.8","018875021","Monograph","Language material ; Still image ; Text","Volume","GBB8O1149","","9780995557048","Carroll, Lewis","1832-1898","person","author","Ludlow Bookbinders [organisation] ; Carroll, Lewis, 1832-1898, author [person] ; Inky Parrot Press (1999-), publisher [organisation] ; Kalinovskiĭ, G. (Gennadiĭ), illustrator [person] ; Parry-Davies, Ella, writer [person]","Through the looking-glass and what Alice found there","Alice through the looking glass","","","England","London","Inky Parrot","2018","","162 pages, illustrations (black and white and colour), 33 cm","YKL.2018.b.6910","Alice, (Fictitious character from Carroll)--Fiction","Fiction","English","'There are 160 standard copies and 48 Special copies'--colophon ; Limited edition of 160 copies ; illustrations on inside covers",""
"823.8","018875023","Monograph","Language material ; Still image ; Text","Volume","GBB8O1182","","9780995557031","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Kalinovskiĭ, G. (Gennadiĭ), illustrator [person]","Alice's adventures in Wonderland","","","","England","Oxford","Inky Parrot","2018","","157 pages, illustrations (black and white and colour), 33 cm","YKL.2018.b.6930","","","English","",""
"823.8","018876990","Monograph","Language material ; Still image ; Text","Online resource (ePub ebook)","GBB894993","","9781529003444","Krull, Kathleen","","person","author","Sardà, Júlia, illustrator [person] ; Krull, Kathleen, author [person]","One day in Wonderland : a celebration of Lewis Carroll's Alice","","","","England","London","Two Hoots","2018","","1 online resource, illustrations","","Carroll, Lewis, 1832-1898--Juvenile literature ; Authors, English--19th century--Juvenile literature ; Alice, (Fictitious character from Carroll)--Juvenile literature","Children's literature","English","Additional physical form: Print version. 9781509878604",""
"823.8","018904470","Monograph","Language material ; Text","Volume","GBB8A6204","","9781782011958","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Barʾel, ʿAdinah, translator [person]","Alises avantures in vunderland","Alice's adventures in Wonderland. Yiddish","","","Scotland","Dundee","Evertype","2018","","x, 134 pages, illustrations, 23 cm","","","Children's fiction ; Fantasy","English ; Yiddish","Originally published: Zut-Ot Press, Jerusalem, 2012 ; Text in Yiddish, translated from English. Foreword and notes in English",""
"823.8","018933995","Monograph","Language material ; Text","Volume","GBB8C5935","","9781840227802","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person]","Alice in Wonderland","Alice's adventures in Wonderland","Collector's editions","","England","Ware","Wordsworth","2018","","157 pages, illustrations, 18 cm","YKL.2019.a.11134","Alice, (Fictitious character from Carroll)--Fiction","Fiction","English","",""
"823.8","019019164","Monograph","Language material ; Still image ; Text","Volume","GBB8F1955","","9781788883825","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person]","Alice's adventures in Wonderland","","","","England","London","Arcturus","2018","","1 volume, colour illustrations, 23 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","English","In slip case",""
"823.8","019026296","Monograph","Language material ; Still image ; Text","Volume","GBB8F5322","","9781631582752","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Carroll, Lewis, 1832-1898 [person]","Alice in Wonderland","Alice's adventures in Wonderland ; Novels. Selections ; Through the looking-glass","","","United States of America","New York","Racehorse for Young Readers","2018","First Racehorse for Young Readers edition","295 pages, illustrations (black and white and colour), 22 cm","YKL.2019.a.18776","Children's stories, English ; Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","English","",""
"823.8","019041709","Monograph","Language material ; Still image ; Text","Volume","GBB8G4828","","9781782012221","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Everson, Michael, 1963-, editor [person]","Alice's adventures in Wonderland","","","","Scotland","Dundee","Evertype","2018","Edition printed in QR codes, edited by Michael Everson","vii, 157 pages, illustrations, 22 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","English","",""
"823.8","019053128","Monograph","Language material ; Text","Volume","GBC0G5541","","9781912789078","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person]","Alice's adventures in wonderland","","","","England","Knowle, Solihull, West Midlands","Clarity","2018","Dyslexic-friendly edition","162 pages, 24 cm","LT.2020.x.1089","","","English","",""
"823.8","019055232","Monograph","Language material ; Still image ; Text","Volume","GBB8H1989","","9781782012214","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Landais, Joël, translator [person] ; Carette, Bertrand, translator [person]","De aventure Alisu in Mirvizilànd : Alice's adventures in Wonderland in Uropi","Alice's adventures in Wonderland. Uropi","","","Scotland","Dundee","Evertype","2018","","x, 125 pages, black and white illustrations, 22 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction ; Fantasy","English","Translated from the English",""
"823.8","019090565","Monograph","Language material ; Still image ; Text","Volume","GBB955073","","9780999532508","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Taylor, Maggie, 1961-, artist [person]","Lewis Carroll's Through the looking-glass, and what Alice found there","Through the looking-glass ; Through the looking-glass, and what Alice found there","","","United Kingdom","","Moth House Press","2018","","177 pages, colour illustrations, 29 cm","LC.31.b.20229","","","English","",""
"823.8","019103152","Monograph","Language material ; Still image ; Text","Volume","GBB8J6899","","9781782012191","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Fet, Victor, editor [person] ; Shapoval, Viktor, translator [person]","Sir Alisa Popeja ke cudengiri phuv","","","","Scotland","Dundee","Evertype","2019","","xxxix, 135 pages, black and white illustrations, 22 cm","","Alice, (Fictitious character from Carroll)--Fiction","Fiction","Romany","Translated from the English",""
"823.8","019116071","Monograph","Language material ; Text","Volume","GBB8K3133","","9781782012320 ; 9781782012337","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Carruthers, Clive Harcourt, translator [person]","Alicia in terrā mīrābilī","Alice's adventures in Wonderland. Latin","","","Scotland","Dundee","Evertype","2018","Ēditiō secunda = Second edition","xxii, 157 pages, illustrations, 23 cm","","","Fantasy ; Young adult fiction","English ; Latin","Originally published: St Martin's Press, New York and Macmillan, London in 1964 ; Text in Latin, translated from English. Foreword and notes in English",""
"823.8","019123350","Monograph","Language material ; Text","Volume","GBB8K9496","","9781782012122","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Carruthers, Clive Harcourt, translator [person]","Alicia in terrā mīrābilī","Alice's adventures in Wonderland. Latin","","","Scotland","Dundee","Evertype","2018","Ēditiō bilinguis Latīna et Anglica = Latin-english bilingual edition","xix, 281 pages, illustrations, 22 cm","","","Fantasy ; Young adult fiction","English ; Latin","Parallel text in Latin and English, translated from English",""
"823.8","019158395","Monograph","Language material ; Still image ; Text","Volume","GBB8M7060","","9781474290388","Vaclavik, Kiera","","person","author","Vaclavik, Kiera, author [person]","Fashioning Alice : the career of Lewis Carroll's icon, 1860-1901","","Bloomsbury perspectives on children's literature","","England","London","Bloomsbury","2019","","xvi, 215 pages, black and white illustrations, 24 cm","YC.2019.a.7093","Carroll, Lewis, 1832-1898--Characters--Alice ; Carroll, Lewis, 1832-1898--Adaptations ; Fashion in literature ; Children in literature ; Alice, (Fictitious character from Carroll)","","English","Additional physical form: ebook version. 9781474290395",""
"823.8","019183318","Monograph","Language material ; Text","Volume","GBB9H2572","","9781904733072","Sibley, Brian","","person","author","Sibley, Brian, author [person] ; Richards, Mark, editor [person] ; Goodacre, Selwyn H. (Selwyn Hugh), 1940-, author [person]","Roger Lancelyn Green, teller of tales : 2 November 1918 - 8 October 1987 : a centenary commemoration","","","","England","London","Aznet Publishing","2018","","1 volume (unpaged), 21 cm","YKL.2019.a.17431","English poetry--19th century--History and criticism ; Green, Roger Lancelyn ; English fiction--19th century--History and criticism ; Carroll, Lewis, 1832-1898--Criticism and interpretation","","English","",""
"823.8","019220280","Monograph","Language material ; Still image ; Text","Volume","GBB913984","","9780198817000","Wilson, Robin J.","","person","author","Wilson, Robin J., author [person] ; Moktefi, Amirouche, author [person]","The mathematical world of Charles L. Dodgson (Lewis Carroll)","","","","England","Oxford","Oxford University Press","2019","","xiii, 266 pages, illustrations, 26 cm","YK.2019.b.1759","Mathematicians--Great Britain ; Carroll, Lewis, 1832-1898--Career in mathematics ; Mathematics--History--19th century ; Novelists, English--19th century","","English","",""
"823.8","019260119","Monograph","Language material ; Text","Volume","GBB933707","","9789353041533","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person]","Through the looking glass","","","","India","New Delhi","Rupa","2018","","xvi, 120 pages, 20 cm","YKL.2020.a.7149","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","English","",""
"823.8","019260456","Monograph","Language material ; Still image ; Text","Online resource (PDF ebook ; ePub ebook)","GBB934042","","9781474290395 ; 9781474290401","Vaclavik, Kiera","","person","author","Vaclavik, Kiera, author [person]","Fashioning Alice : the career of Lewis Carroll's icon, 1860-1901","","Bloomsbury perspectives on children's literature","","England","London","Bloomsbury","2019","","1 online resource, black and white illustrations","","Carroll, Lewis, 1832-1898--Characters--Alice ; Carroll, Lewis, 1832-1898--Adaptations ; Fashion in literature ; Children in literature ; Alice, (Fictitious character from Carroll)","","English","Additional physical form: Print version. 9781474290388",""
"823.8","019266968","Monograph","Language material ; Text","Volume","GBC0J0408","","9781476665436","Tosi, Laura","1966-","person","author","Tosi, Laura, 1966-, author [person] ; Hunt, Peter, 1945-, author [person]","The fabulous journeys of Alice and Pinocchio : exploring their parallel worlds","","Critical explorations in science fiction and fantasy","61 [Critical explorations in science fiction and fantasy]","United States of America","Jefferson, North Carolina","McFarland","2018","","x, 227 pages, 1 illustration, 23 cm","YKL.2020.a.12334","Pinocchio, (Fictitious character) ; Fantasy fiction, English--History and criticism ; Alice's adventures in Wonderland (Carroll, Lewis) ; Collodi, Carlo, 1826-1890 ; Children's stories, Italian--History and criticism ; Children's stories, English ; Fantasy fiction, Italian ; Fantasy fiction, Italian--History and criticism ; Carroll, Lewis, 1832-1898 ; Children's stories, English--History and criticism ; Avventure di Pinocchio (Collodi, Carlo) ; Alice, (Fictitious character from Carroll)","Criticsm and interpretation","English","",""
"823.8","019308829","Monograph","Language material ; Still image ; Text","Online resource (ebook)","GBB951860","","9780191858697","Wilson, Robin J.","","person","author","Wilson, Robin J., author [person] ; Moktefi, Amirouche, author [person]","The mathematical world of Charles L. Dodgson (Lewis Carroll)","","Oxford scholarship online","","England","Oxford","Oxford University Press","2019","First edition","1 online resource, black and white illustrations","","Mathematicians--Great Britain ; Carroll, Lewis, 1832-1898--Career in mathematics ; Mathematics--History--19th century ; Novelists, English--19th century","","English","Additional physical form: Print version. 9780198817000 ; This edition previously issued in print: 2019",""
"823.8","019346517","Monograph","Language material ; Still image ; Text","Volume","GBB961705","","9781509897582","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Sardà, Júlia, illustrator [person]","Alice's adventures in Wonderland","","","","England","London","Two Hoots","2019","","176 pages, illustrations, 24 cm","YKL.2020.a.5801","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","English","",""
"823.8","019394589","Monograph","Language material ; Still image ; Text","Volume","GBB984012","","9781684123230","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Dale-Scott, Lindsay, 1991-, illustrator [person]","Alice's adventures in Wonderland","","Once upon a story","","United States of America","San Diego","Silver Dolphin","2019","","1 volume, colour illustrations, 30 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","English","",""
"823.8","019419974","Monograph","Language material ; Still image ; Text","Online resource (ebook)","GBB999306","","9781912224814","Guiliano, Edward","","person","author","Guiliano, Edward, author [person]","Lewis Carroll : the worlds of his Alices","","Writers and their contexts","number 2 [Writers and their contexts]","England","Brighton","Edward Everett Root","2019","","1 online resource, illustrations","","Carroll, Lewis, 1832-1898--Criticism and interpretation","","English","Additional physical form: Print version. 9781912224807",""
"823.8","019494406","Monograph","Language material ; Still image ; Text","Volume","GBB9D3595","","9780712352437","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person]","Alice's adventures under ground : the original manuscript","","","","England","London","British Library","2019","","1 volume, illustrations, 19 cm","","Alice, (Fictitious character from Carroll)--Fiction","Fiction","English","",""
"823.8","019504029","Monograph","Language material ; Text","Volume","GBB9D9672","","9781782012382","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; D'Ajello, Roberto, translator [person]","Attravierzo 'o specchio e cchello c'Alice ce truvaie","Through the looking glass. Neapolitan Italian","","","Scotland","Dundee","Evertype","2019","","xxxvi, 177 pages, illustrations, 22 cm","","","Children's fiction","English ; Neapolitan","Text in Neapolitan Italian, translated from English. Preface and some notes in English",""
"823.8","019504030","Monograph","Language material ; Still image ; Text","Volume","GBB9D9673","","9781782012412","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Gekki, Magomet, translator [person]","Alisa qujur duniyani qidiradi : Alice's adventures in Wonderland in Karachay-Balkar","Alice's adventures in Wonderland. Karachay-Balkar","","","Scotland","Dundee","Evertype","2019","","xv, 130 pages, black and white illustrations, 22 cm","","Alice, (Fictitious character from Carroll)--Fiction","Fiction","Karachay-Balkar","Translated from the English",""
"823.8","019510162","Monograph","Language material ; Text","Online resource","GBB9E5494","","9780007382583","Carroll, Lewis","1832-1898","person","","Carroll, Lewis, 1832-1898 [person]","Through the looking glass","","Collins classics","","England","","Harper","2010","","1 online resource","ELD.DS.450218","FICTION--Classics ; Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction ; Fiction","English","",""
"823.8","019520592","Monograph","Language material ; Text","Volume","GBB9E6900","","9781787557024","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; John, Judith [person] ; Carroll, Lewis, 1832-1898 [person]","Alice in Wonderland","Alice's adventures in Wonderland ; Novels. Selections ; Through the looking-glass","collectable classics","","England","London","Flame Tree Publishing","2019","Complete and Unabridged","607 pages, 16 cm","Nov.2020/1488","Children's stories, English ; Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","English","",""
"823.8","019520634","Monograph","Language material ; Still image ; Text","Volume","GBB9E6942","","9781841358147","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Cloke, Rene, illustrator [person]","Alice in Wonderland","","Classics to treasure","","England","Worksop","Award Publications","2019","New edition, illustrations by Rene Cloke","1 volume, illustrations, 26 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","English","",""
"823.8","019678697","Monograph","Language material ; Text","Online resource","GBC021763","","9780062936639","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Minalima Design (Firm) [organisation] ; Carroll, Lewis, 1832-1898 [person]","Alice's adventures in Wonderland & Through the looking-glass","Alice's adventures in Wonderland ; Alice's adventures in Wonderland and Through the looking-glass ; Through the looking-glass","","","","","Harper Design","2019","","1 online resource (320 pages)","ELD.DS.484370","Mirrors--Juvenile fiction ; Rabbits--Juvenile fiction ; Imaginary places ; Imaginary places--Juvenile fiction ; Alice, (Fictitious character from Carroll)--Juvenile fiction ; Children's stories, English ; Toy and movable books","Children's fiction ; Fiction","English","",""
"823.8","019737146","Monograph","Language material ; Text","Volume","GBC035481","","9781911610397","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person]","The little book of Alice : Wonderland's wit & wisdom","Works. Selections","","","England","London","Orange Hippo","2020","","1 volume, 14 cm","","Carroll, Lewis, 1832-1898--Quotations","Quotation or maxim","English","",""
"823.8","019757019","Monograph","Language material ; Still image ; Text","Volume","GBC046346","","9781350148840 ; 9781474290388","Vaclavik, Kiera","","person","author","Vaclavik, Kiera, author [person]","Fashioning Alice : the career of Lewis Carroll's icon, 1860-1901","","Bloomsbury perspectives on children's literature","","England","London","Bloomsbury","2020","","xvi, 215 pages, black and white illustrations, 24 cm","","Fashion in literature ; Carroll, Lewis, 1832-1898--Characters--Alice ; Children in literature ; Alice, (Fictitious character from Carroll)","","English","Originally published: 2019",""
"823.8","019757598","Monograph","Language material ; Still image ; Text","Volume","GBC046925","","9781509878611","Krull, Kathleen","","person","author","Sardà, Júlia, illustrator [person] ; Krull, Kathleen, author [person]","One day in Wonderland : a celebration of Lewis Carroll's Alice","","","","England","London","Two Hoots","2020","","1 volume (unpaged), chiefly illustrations (black and white and colour), 23 x 28 cm","","Carroll, Lewis, 1832-1898 ; Carroll, Lewis, 1832-1898--Juvenile literature ; Alice, (Fictitious character from Carroll)--Juvenile literature","Children's literature","English","Originally published: 2018",""
"823.8","019757810","Monograph","Language material ; Still image ; Text","Volume","GBC047137","","9781529002461","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Riddell, Chris, illustrator [person]","Alice's adventures in Wonderland","","","","England","London","Macmillan","2020","","1 volume, colour illustrations, 25 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","English","",""
"823.8","019810725","Monograph","Language material ; Still image ; Text","Volume","GBC071842","","9781782012641","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person]","Through the looking-glass and what Alice found there","Through the looking-glass","","","Scotland","Dundee","Evertype","2020","","1 volume, black and white illustrations, 22 cm","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","English","Dyslexic-friendly",""
"823.8","019831973","Monograph","Language material ; Still image ; Text","Volume","GBC102922","","9781851245321","Hunt, Peter","1945-","person","author","Hunt, Peter, 1945-, author [person]","The making of Lewis Carroll's Alice and the invention of Wonderland","","","","England","Oxford","Bodleian Library ; University of Oxford","2020","","128 pages, illustrations, 21 cm","","Carroll, Lewis, 1832-1898--Homes and haunts--England--Oxford ; Fantasy fiction, English--History and criticism ; Children's stories, English--History and criticism ; Carroll, Lewis, 1832-1898--Criticism and interpretation","","English","",""
"823.8","019858741","Monograph","Language material ; Still image ; Text","Volume","GBC093577","","9781782012603","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Tenniel, John, 1820-1914, illustrator [person] ; Stoian, Claudia Elena, translator [person]","Aventurile lui Alice in èsara minunilor","Alice's adventures in Wonderland. Romanian","","","Scotland","Dundee","Evertype","2020","","1 volume, black and white illustrations","","Alice, (Fictitious character from Carroll)--Juvenile fiction","Children's fiction","Romanian","Translated from the English",""
