"Title","Other titles","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"Bandersnatch (Chislehurst)","Bandersnatch : the Lewis Carroll Society newsletter ; Lewis Carroll Society newsletter","007008280","Serial","Language material ; Text","Volume","GB7524373","","","","","","","Lewis Carroll Society [organisation]","","","England","Chislehurst","Lewis Carroll Soc","1973-","","volumes, illustrations, 30 cm","828.809","1861.585000N ; P.903/262","English literature--Carroll, Lewis--Critical studies--Periodicals ; Carroll, Lewis, 1832-1898--Criticism and interpretation--Periodicals","Periodical","English","",""
"Bandersnatch : the Lewis Carroll Society newsletter","Bandersnatch (Chislehurst) ; Lewis Carroll Society newsletter","007008280","Serial","Language material ; Text","Volume","GB7524373","","","","","","","Lewis Carroll Society [organisation]","","","England","Chislehurst","Lewis Carroll Soc","1973-","","volumes, illustrations, 30 cm","828.809","1861.585000N ; P.903/262","English literature--Carroll, Lewis--Critical studies--Periodicals ; Carroll, Lewis, 1832-1898--Criticism and interpretation--Periodicals","Periodical","English","",""
"Beautiful soup : SSA and piano","","017852636","Monograph","Notated music","Volume","","","9780193413337","Chapple, Brian","","person","composer","Chapple, Brian, composer [person] ; Carroll, Lewis, 1832-1898 [person]","Songbird","","England","Oxford","Oxford University Press","2016","","1 score (8 pages), 26 cm","782.642","E.1908.y. (7.)","Carroll, Lewis, 1832-1898 Alice in Wonderland--Musical settings ; Choruses, Secular (Women's voices) with piano","Art music","English","",""
"Bedside book","Lewis Carroll's bedside book : 'entertainments for the wakeful hours'","007391045","Monograph","Language material ; Text","Volume","GB7925338","","9780460044547","Carroll, Lewis","1832-1898","person","","Cuthwellis, Edgar [person] ; Carroll, Lewis, 1832-1898 [person]","","","England","London","Dent","1979","","64 pages, illustrations, facsimiles, 21 cm","793.73","X.529/34199","Puzzles ; Puzzles--Collections","","English","With answers",""
"Behind the looking glass : reflections on the myth of Lewis Carroll","Reflections on the myth of Lewis Carroll","016191972","Monograph","Language material ; Text","Volume","GBB2A5634","","9781782010173","Ackerman, Sherry L.","","person","","Ackerman, Sherry L. [person]","","","Ireland","Cathair na Mart, Colorado Maigh Eo","Evertype","2012","Second edition","xxiii, 221 pages, illustrations, 22 cm","823.8","YC.2013.a.13471","Carroll, Lewis, 1832-1898--Criticism and interpretation","","English","Previous edition: Newcastle : Cambridge Scholars, 2008",""
"Behind the looking glass","","014590557","Monograph","Language material ; Text","Volume","GBA857709","","9781847184863","Ackerman, Sherry L.","","person","author","Ackerman, Sherry L., author [person]","","","England","Newcastle","Cambridge Scholars","2008","","x, 169 pages, 22 cm","823.8","YC.2009.a.16045 ; m09/.21782","Carroll, Lewis, 1832-1898--Criticism and interpretation","","English","",""
"Behind the looking glass","","017806224","Monograph","Language material ; Text","Online resource","GBB6F4908","","9781443804561","Ackerman, Sherry L.","","person","","Ackerman, Sherry L. [person]","","","England","Newcastle","Cambridge Scholars","2008","","1 online resource (x, 169 pages)","828.809","ELD.DS.54568","Literary studies: fiction, novelists & prose writers ; Literary studies: c 1800 to c 1900 ; Children's stories, English ; Carroll, Lewis, 1832-1898 ; Children's stories, English--History and criticism ; Carroll, Lewis, 1832-1898--Criticism and interpretation ; LITERARY CRITICISM--European--English, Irish, Scottish, Welsh","Criticsm and interpretation","English","",""
"Belice im Männerland : eine wahre Geschichte","Alice's adventures in Wonderland","008160174","Monograph","Language material ; Text","Volume","","","9783827002198","Dieckmann, Dorothea","1957-","person","author","Dieckmann, Dorothea, 1957-, author [person] ; Carroll, Lewis, 1832-1898 [person]","","","Germany","Berlin","","1997","","204 pages, 21 cm","833.914","YA.2000.a.18535","","","German","Tells the story of Alice's sister Belice who appears at the end of Lewis Carroll's Alice in Wonderland",""
"Beside the sea : Lewis Carroll in Whitby","","015854101","Monograph","Language material ; Text","Volume","GBB2A0790","","9781908443007","Whitworth, Alan","1952-","person","","Whitworth, Alan, 1952- [person]","","","England","Withby","Hollow Tree","2011","Revised, expanded and updated edition","27 pages, illustrations, 20 cm","914.2847","YK.2012.a.22111","Whitby (England)--In literature ; Carroll, Lewis, 1832-1898--Homes and haunts--England--Whitby ; Whitby (England)--Description and travel","","English","",""
"Best fairy tales","Alice's adventures in Wonderland ; Anne of Green Gables ; Children's classics collection ; Secret garden","018932826","Monograph","Language material ; Still image ; Text","Volume","GBB8C4765","","9781509894741","","","","","Carroll, Lewis, 1832-1898 [person] ; Montgomery, L. M. (Lucy Maud), 1874-1942 [person] ; Burnett, Frances Hodgson, 1849-1924 [person] ; Andersen, H. C. (Hans Christian), 1805-1875 [person]","","","England","London","Macmillan","2018","","4 volumes, illustrations, 15 cm","808.83034","","Fairy tales ; Children's stories","","English","",""
"Beware the jabberwock","Through the looking-glass","015457741","Monograph","Language material ; Text","Volume","GBB0F0082","","9780874402155","Nicol, Ron","","person","","Carroll, Lewis, 1832-1898 [person] ; Nicol, Ron [person]","","","United States of America","Los Angeles","Baker's Plays","2009","","35 pages, 22 cm","822.914","YC.2010.a.15818","","","English","'Suggested by the poem 'Jabberwocky' in Lewis Carroll's Through the looking glass'--Notice ; Play",""
"Beyond Wonderland","Escape from Wonderland ; Grimm fairy tales presents Wonderland omnibus ; Return to Wonderland ; Tales from Wonderland ; Wonderland omnibus","016684764","Monograph","Language material ; Still image ; Text","Volume","GBB439780","","9781939683632","Gregory, Raven","","person","author","Glade, Nicole, editor [person] ; Brusha, Joe, author [person] ; Gregory, Raven [person] ; Gregory, Raven, author [person] ; Shand, Pat, editor [person] ; Tedesco, Ralph, author ; editor [person]","","","United States of America","Horsham, Pennsylvania","Zenescope","2014","First edition, July 2014","871 pages, chiefly colour illustrations, 26 cm","741.5973","YKL.2015.b.2144","Fairy tales--Adaptations--Comic books, strips, etc ; Carroll, Lewis, 1832-1898--Adaptations ; Fantasy comic books, strips, etc","Adaptation ; Comic or graphic novel","English","'This omnibus reprints the comic series Grimm fairy tales presents: Return to Wonderland, Beyond Wonderland, Escape from Wonderland, and Tales from Wonderland volume 1-3 published by Zenescope Entertainment'--Page 3",""
"Beyond the looking glass : reflections of Alice and her family","","010688529","Monograph","Language material ; Text","Volume","GB8218805","","9780340263785","Gordon, Colin","1944-","person","","Gordon, Colin, 1944- [person]","","","England","London","Hodder & Stoughton","1982","","248 pages, illustrations (some colour), facsimiles, portraits (some colour), 26 cm","929.20942","83/02138 ; X.950/17810","Carroll, Lewis, 1832-1898--Characters--Alice ; Great Britain--Biography ; England--Liddell (Family), 1870-1934 - Biographies ; Hargreaves, Alice Pleasance Liddell, 1852-1934 ; Authors, English--19th century--Biography ; Alice, (Fictitious character from Carroll)","","English","bibliography: p. 247-248. - Includes index",""
"Black Beauty","A best-loved library ; Alice's adventures in Wonderland ; Little princess ; Little women","015965229","Monograph","Language material ; Text","Volume","GBB1C9334","","9781402794865","","","","","Alcott, Louisa May, 1832-1888 [person] ; Sewell, Anna, 1820-1878 [person] ; Burnett, Frances Hodgson, 1849-1924 [person] ; Carroll, Lewis, 1832-1898 [person]","Classic starts","","England ; United States of America","Lewes ; New York","Sterling","2011","","4 volumes","823.80809282","","Children's stories, American ; Children's stories, English","","English","",""
"Black Beauty","A children's treasury ; Alice's adventures in Wonderland ; Avventure di Pinocchio ; Heidi ; Song of Hiawatha ; Story of Doctor Dolittle ; Wind in the willows ; Wizard of Oz","018270424","Monograph","Language material ; Text","Online resource (ePub ebook)","GBB750854","","9781515416487","","","","","Grahame, Kenneth, 1859-1932 [person] ; Carroll, Lewis, 1832-1898 [person] ; Baum, L. Frank (Lyman Frank), 1856-1919 [person] ; Lofting, Hugh, 1886-1947 [person] ; Spyri, Johanna, 1827-1901 [person] ; Longfellow, Henry Wadsworth, 1807-1882 [person] ; Collodi, Carlo, 1826-1890 [person] ; Sewell, Anna, 1820-1878 [person]","","","United States of America","Radford","Dancing Unicorn","2017","","1 online resource","823.008","","Children's stories","","English","",""
"Black Beauty","Alice's adventures in Wonderland ; Anne of Green Gables ; Children's classics world of wonder box set ; Oxford children's classics world of wonder box set ; Secret garden ; Through the looking-glass ; World of wonder box set","016912062","Monograph","Language material ; Text","Volume","GBB4B8668","","9780192739810","","","","","Sewell, Anna, 1820-1878 [person] ; Carroll, Lewis, 1832-1898 [person] ; Montgomery, L. M. (Lucy Maud), 1874-1942 [person] ; Burnett, Frances Hodgson, 1849-1924 [person]","","","England","Oxford","Oxford University Press","2014","","5 volumes, 20 cm","823.8","","Children's stories, English","","English","Boxed",""
"Black Beauty","Alice's adventures in Wonderland ; Classic collection ; Little women ; Secret garden ; Wizard of Oz","016734039","Monograph","Language material ; Still image ; Text","Volume","GBB457519","","9781781717844","","","","","Baker, Matt, illustrator [person] ; Monahan, Liz, illustrator [person] ; Merz, Bruno, 1976-, illustrator [person] ; Rooney, Anne, author [person] ; Carroll, Lewis, 1832-1898 [person] ; Baum, L. Frank (Lyman Frank), 1856-1919 [person] ; Burnett, Frances Hodgson, 1849-1924 [person] ; Alcott, Louisa May, 1832-1888 [person] ; Dunn, Robert, illustrator [person] ; Sewell, Anna, 1820-1878 [person] ; Randall, Ronne, author [person]","","","England","London","","2014","","5 volumes, colour illustrations, 23 cm","823.92","YKL.2016.a.11282","Children's stories, English","","English","",""
"Black Beauty","Alice's adventures in Wonderland ; Jungle book ; Little prince ; Peter Pan ; Peter Pan in Kensington Gardens ; Second jungle book ; Secret garden ; The ultimate children's classic collection ; Through the looking-glass ; Treasure Island ; Wind in the willows","017533600","Monograph","Language material ; Text","Volume","GBB5C1398","","9781840225990 ; 9781853261039 ; 9781853261046 ; 9781853261091 ; 9781853261183 ; 9781853261190 ; 9781853261206 ; 9781853261220 ; 9781853261589","","","","","Tenniel, John, 1820-1914, illustrator [person] ; Grahame, Kenneth, 1859-1932 [person] ; Stevenson, Robert Louis, 1850-1894 [person] ; Carroll, Lewis, 1832-1898 [person] ; Burnett, Frances Hodgson, 1849-1924 [person] ; Saint-Exupéry, Antoine de, 1900-1944 [person] ; Testot-Ferry, Irene, translator [person] ; Sewell, Anna, 1820-1878 [person] ; Barrie, J. M. (James Matthew), 1860-1937 [person] ; Kipling, Rudyard, 1865-1936 [person]","","","England","Ware","Wordsworth","2015","","8 volumes, black and white illustrations, 20 cm","808.8399282","YKL.2017.a.7153","Children's stories","","English","In slipcase",""
"Brief lives","Assigning driver's license numbers ; Calculating people ; De propria vita ; Emblems of mind ; George Boole and the calculus of finite differences ; Great mental calculators ; I want to be a mathematician ; Indiana's squared circle ; Is mathematics inevitable? ; Mathematics and mathematicians ; Mathematics and the physical world ; Mathematics in fun and in earnest ; Mathematics made difficult ; On the origin of certain typical problems ; On the set of legs of a horse ; On the value of mathematics (books) ; Problem with postulate 5 ; Quadratic equations ; Quadrature of the circle ; So-called Euler-Diderot incident ; Strong law of small numbers ; Tangled tale ; Theodorus' irrationality proofs ; There are three times as many obtuse-angled triangles as there are acute-angled ones ; Why is a restaurant's business worse in the owner's eyes than in the customers'? ; Why your classes are larger than 'average'","014624775","Monograph","Language material ; Text","Volume","GBA872340","","9780883855669","","","","","Dieudonné, Jean, 1906-1992 [person] ; Synge, J. L. (John Lighton), 1897-1995 [person] ; Hemenway, David, 1945- [person] ; Smith, James, 1805-1872 [person] ; Alexanderson, Gerald L. [person] ; Dudley, Underwood [person] ; Kline, Morris, 1908-1992 [person] ; Hallerberg, Arthur E. (Arthur Edward), 1918-1978 [person] ; Klosinski, Leonard F. [person] ; Sholander, Marlow [person] ; Trudeau, Richard J. [person] ; Smith, Steven Bradley [person] ; Gillings, Richard J. [person] ; Halmos, Paul R. (Paul Richard), 1916-2006 [person] ; Rothstein, Edward, 1952- [person] ; Smith, David Eugene, 1860-1944 [person] ; Carroll, Lewis, 1832-1898 [person] ; Aubry, John [person] ; Linderholm, Carl E. [person] ; McCabe, Robert L. [person] ; Cardano, Girolamo, 1501-1576 [person] ; Guy, Richard K. [person] ; Gallian, Joseph A. [person] ; Ying, Wong Ngai [person] ; Altshiller-Court, Nathan, 1881-1968 [person] ; Cohen, Patricia Cline [person]","Spectrum","","United States of America","Cambridge ; Washington, District of Columbia","Cambridge University Press ; Mathematical Association of America","2008","","x, 325 pages, illustrations, 24 cm","510","YK.2010.a.1281 ; m08/.22488","Mathematics--Miscellanea ; Mathematics--Humor","Humour or satire","English","",""
"Briefe an kleine Mädchen. Herausgegeben und übersetzt von Klaus Reichert [With illustrations and photographic portraits by the author, and with facsimiles.]","","000958347","Monograph","Language material ; Text","Volume","","","","Dodgson, Charles Lutwidge","1832-1898","person","","Reichert, Klaus, translator [person] ; Dodgson, Charles Lutwidge, 1832-1898 [person]","Insel-bücherei","number 845 [Insel-bücherei]","","Frankfurt am Main","","1966","","109 pages, 18 plates (8°)","","012213.de.1/845","","","German","",""
"British Library. Manuscript (Additional 46700)","Alice's adventures in Wonderland ; Alice's adventures underground","012680447","Monograph","Language material ; Text","Volume","GB7905302","","9780904351118","Carroll, Lewis","1832-1898","person","author ; illustrator","Carroll, Lewis, 1832-1898, author ; illustrator [person] ; British Library, Department of Manuscripts [organisation]","","","England","Guildford","Genesis Publications","1979","","iii-xxiv, 91 pages, illustrations, 1 portrait, 22 cm","823.8","D80/17987 ; MS.Facs.867","Fiction in English ; Fiction in English--1837-1900--Texts","","English","manuscript tale on which 'Alice in Wonderland' was later based. - 'The facsimile reproduction of 'Alice's Adventures Underground' has been taken from the manuscript, add. 46700, held in the Department of manuscript at the British Library, London' - Publishers note. - Full leather. - In slip case. - Limited edition of 500 numbered copies",""
"British Library. Manuscript. Additional 46700","Alice's adventures in Wonderland ; Alice's adventures under ground","006679141","Monograph","Language material ; Text","Volume","","","9780486214825","Carroll, Lewis","1832-1898","person","author ; illustrator","Carroll, Lewis, 1832-1898, author ; illustrator [person]","Dover classics for children","","United States of America","New York","Dover","1965","","xi, 90, 16 pages, illustrations, facsimiles, 22 cm","","YK.1997.a.3520","Girls--Juvenile fiction","Children's fiction ; Fantasy","English","",""
"British Library. Manuscript. Additional 46700","Alice's adventures in Wonderland ; Alice's adventures under ground","007446222","Monograph","Language material ; Text","Volume","GB8524590","","9780907516941","Carroll, Lewis","1832-1898","person","author ; illustrator","Carroll, Lewis, 1832-1898, author ; illustrator [person]","","","England","London","Pavilion","1985","","110 pages, colour illustrations, portraits, 20 cm","823.8","X.950/45237","Children's stories in English--1837-1900--Texts ; Fantasy","","English","Complete facsimile of the British Library manuscript (Add. manuscript 46,700)",""
"Bruno's Revenge, etc","Alice's adventures in Wonderland ; Sylvie and Bruno","000617587","Monograph","Language material ; Text","Volume","","","","Carroll, Lewis","1832-1898","person","","Carroll, Lewis, 1832-1898 [person]","John Drinkwater Series for Schools","","England ; Scotland","Glasgow ; London","Collins","1924","","48 pages (8°)","","W.P.8228/18","","","English","Extracted from 'Sylvie and Bruno.' With verses from 'Alice in Wonderland.'",""
"Bruno's Revenge. Adapted from the story by Lewis Carroll","","000617588","Monograph","Language material ; Text","Volume","","","","Carroll, Lewis","1832-1898","person","","Carroll, Lewis, 1832-1898 [person]","Read and Remember. Teaching unit I-e","","England","London","T. Nelson","1940","","47 pages (8°)","","W.P.11962","","","English","",""
"Bruno's revenge","Alice's Adventures in Wonderland : with, Bruno's revenge ; Alice's adventures in Wonderland ; Novels. Selections","000617312","Monograph","Language material ; Text","Volume","","","","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Carroll, Lewis, 1832-1898 [person] ; Turner, Helen Monro, 1901-1997, illustrator [person]","","","England","London","T. Nelson","1932","","220 pages (8°)","","20053.f.14","","","English","",""
"Bruno's revenge","Alice's adventures in Wonderland ; Alice's adventures in Wonderland : with, Bruno's revenge ; Novels. Selections","000617307","Monograph","Language material ; Text","Volume","","","","Carroll, Lewis","1832-1898","person","author","Carroll, Lewis, 1832-1898, author [person] ; Carroll, Lewis, 1832-1898 [person] ; Rountree, Harry, 1878-1950, illustrator [person]","Teaching of English series","number 13 [Teaching of English series]","England ; Scotland","Edinburgh ; London","T. Nelson","1925","","158 pages (16°)","","012207.aa.1/8","","","English","",""
"By the tumtum tree","","010547746","Serial","Language material ; Text","Volume","GB8020009","","","","","","","Lewis Carroll Society [organisation]","","","England","Brian Sibley, 36 Bradgers Hill Road, Luton ; Luton","Lewis Carroll Society","1979-","","illustrations, 21 cm","828.809","P.901/3233","English literature--Carroll, Lewis--Serials ; Carroll, Lewis, 1832-1898--Criticism and interpretation--Periodicals","","English","Two issues a year - ([4] p.) as 1st issue",""
"Cakeless [A satirical play in verse on Dean H. J. Liddell, C. L. Dodgson and other Christ Church characters. By John Howe Jenkins.] MS. notes","","000568579","Monograph","Language material ; Text","Volume","","","","","","","","Jenkins, John Howe [person] ; Dodgson, Charles Lutwidge, 1832-1898 [person] ; Liddell, Henry George, Dean of Christ Church [person]","","","England","Oxford","Mowbray","1874","","15 pages (8°)","","11779.b.5. (3.)","","Drama","","",""
"Calculating people","Assigning driver's license numbers ; Brief lives ; De propria vita ; Emblems of mind ; George Boole and the calculus of finite differences ; Great mental calculators ; I want to be a mathematician ; Indiana's squared circle ; Is mathematics inevitable? ; Mathematics and mathematicians ; Mathematics and the physical world ; Mathematics in fun and in earnest ; Mathematics made difficult ; On the origin of certain typical problems ; On the set of legs of a horse ; On the value of mathematics (books) ; Problem with postulate 5 ; Quadratic equations ; Quadrature of the circle ; So-called Euler-Diderot incident ; Strong law of small numbers ; Tangled tale ; Theodorus' irrationality proofs ; There are three times as many obtuse-angled triangles as there are acute-angled ones ; Why is a restaurant's business worse in the owner's eyes than in the customers'? ; Why your classes are larger than 'average'","014624775","Monograph","Language material ; Text","Volume","GBA872340","","9780883855669","","","","","Dieudonné, Jean, 1906-1992 [person] ; Synge, J. L. (John Lighton), 1897-1995 [person] ; Hemenway, David, 1945- [person] ; Smith, James, 1805-1872 [person] ; Alexanderson, Gerald L. [person] ; Dudley, Underwood [person] ; Kline, Morris, 1908-1992 [person] ; Hallerberg, Arthur E. (Arthur Edward), 1918-1978 [person] ; Klosinski, Leonard F. [person] ; Sholander, Marlow [person] ; Trudeau, Richard J. [person] ; Smith, Steven Bradley [person] ; Gillings, Richard J. [person] ; Halmos, Paul R. (Paul Richard), 1916-2006 [person] ; Rothstein, Edward, 1952- [person] ; Smith, David Eugene, 1860-1944 [person] ; Carroll, Lewis, 1832-1898 [person] ; Aubry, John [person] ; Linderholm, Carl E. [person] ; McCabe, Robert L. [person] ; Cardano, Girolamo, 1501-1576 [person] ; Guy, Richard K. [person] ; Gallian, Joseph A. [person] ; Ying, Wong Ngai [person] ; Altshiller-Court, Nathan, 1881-1968 [person] ; Cohen, Patricia Cline [person]","Spectrum","","United States of America","Cambridge ; Washington, District of Columbia","Cambridge University Press ; Mathematical Association of America","2008","","x, 325 pages, illustrations, 24 cm","510","YK.2010.a.1281 ; m08/.22488","Mathematics--Miscellanea ; Mathematics--Humor","Humour or satire","English","",""
"Carroll through the viewfinder","The photography of Lewis Carroll : exhibition catalogue","014503860","Monograph","Language material ; Text","Volume","GBA8D7867","","9780904117356","Carroll, Lewis","1832-1898","person","","Wakeling, Edward [person] ; Lewis Carroll Society [organisation] ; Carroll, Lewis, 1832-1898 [person] ; Ford, Colin, 1934- [person]","","","England","London","Lewis Carroll Society","2007","","30 pages, illustrations, 21 cm","779.092","YC.2008.a.11945","Carroll, Lewis, 1832-1898--Contributions in photography","","English","",""
"Carroll's Alice in Wonderland","","009061080","Monograph","Language material ; Text","Volume","GBA1X7425","","9780764587214","","","","","","","","England ; United States of America","Foster City, California ; London","Transworld","2001","","192 pages","823.8","","Carroll, Lewis, 1832-1898","","English","",""
"Carroll's Alice","","000154545","Monograph","Language material ; Text","Volume","","","","Ayres, Harry Morgan","1881-1948","person","author","Ayres, Harry Morgan, 1881-1948, author [person]","","","United States of America","New York","Columbia University Press","1936","","x, 98 pages, illustrations, 20 cm","","20055.ff.28","Carroll, Lewis, 1832-1898","","English","",""
"Carrollian (London)","The Carrollian : the Lewis Carroll journal","007922538","Serial","Language material ; Text","Volume","GB9942978","","","","","","","Lewis Carroll Society [organisation]","","","England","London","Lewis Carroll Society","1998-","","volumes, illustrations, 21 cm","823.8","3055.477000N ; ZC.9.a.5261","Carroll, Lewis, 1832-1898--Periodicals","Periodical","English","Continues: Jabberwocky (ISSN: 0305-8182)",""
"Catalogue of an Exhibition at Columbia University to commemorate the one hundredth anniversary of the birth of Lewis Carroll-C. L. Dodgson-1832-1898 [With portraits.]","","002635039","Monograph","Language material ; Text","Volume","","","","Columbia University (New York), Avery Memorial Architectural Library","","organisation","","Columbia University (New York), Avery Memorial Architectural Library [organisation] ; Dodgson, Charles Lutwidge, 1832-1898 [person]","","","United States of America","New York","","1932","","153 pages (8°)","","Ac.2688.o","","","English","",""
"Catalogue of the Furniture, Personal Effects, and the Interesting and Valuable Library of Books, the property of the late Rev. C. L. Dodgson ... also, a ... collection of ... coins and medals, Etruscan black ware ... majolica ... books and oil painting ... forming part of the collection of the late Rev. L. Thomas, Vice-Principal of Jesus College ... which will be sold by auction by Mr. E. J. Brooks ... on Tuesday, May 10th [1898], and following days, etc","","000958362","Monograph","Language material ; Text","Volume","","","","Dodgson, Charles Lutwidge","1832-1898","person","","Dodgson, Charles Lutwidge, 1832-1898 [person]","","","","Oxford","Hall","1898","","63 pages (8°)","","S.C.1081","","","English","",""
"Cendrillon","Alice's adventures in Wonderland ; Schneeirtlchen ; Schneewittchen. English. Adaptations. English. Adaptations ; Walt Disney's greatest stories. Snow White ; Cinderella ; Alice in Wonderland","011327032","Monograph","Language material ; Text","Volume","GB7632801","","9780361039086","","","","","Perrault, Charles, 1628-1703 [person] ; Grimm, Jacob, 1785-1863 [person] ; Carroll, Lewis, 1832-1898 [person] ; Marks and Spencer Ltd [organisation]","","","England","Maidenhead","Purnell for Marks & Spencer","1976","","76 pages, colour illustrations, 33 cm","823.91","J/X.995/306","Children's stories ; Children's stories in English--1900---Texts","","English","Cover title. - colour illustrations on lining papers",""
"Census of the suppressed 1865 ''Alice''","Alice's Adventures in Wonderland : an 1865 printing re-described and newly identified as the publisher's ''File Copy''. with a revised and expanded Census of the Suppressed 1865 ''Alice''","010128971","Monograph","Language material ; Text","Volume","","","9780962711008","Schiller, Justin G.","","person","","Goodacre, Selwyn H. (Selwyn Hugh), 1940- [person] ; Schiller, Justin G. [person] ; Tenniel, John, 1820-1914 [person]","","","United States of America","New York","Jabberwock","1990","","109, 3 pages, 1 folded leaf of plates, illustrations, facsimiles (some colour), 26 cm","","Cup.410.g.278 ; YA.1991.b.8318","Carroll, Lewis, 1832-1898--Bibliography","Bibliography","English","",""
"Centro como el lugar de la cita : Pizarnik, Eliade y Carroll","","019613168","Monograph","Language material ; Text","Volume","","","9789876467537","Walter, Verónica Leticia","1985-","person","author","Walter, Verónica Leticia, 1985-, author [person]","","","Argentina","Anisacate, Córdoba, República","Alción Editora","2018","","152 pages, 21 cm","","YF.2020.a.8769","Pizarnik, Alejandra, 1936-1972 ; Eliade, Mircea, 1907-1986 ; Eliade, Mircea, 1907-1986--Influence ; Pizarnik, Alejandra, 1936-1972--Criticism and interpretation ; Carroll, Lewis, 1832-1898--Influence ; Influence (Literary, artistic, etc.)","Criticsm and interpretation","Spanish","",""
"Chants de Maldoror. German","Die Gesänge des Maldoror","006750991","Monograph","Language material ; Text","Volume","","","9783807700533","Lautréamont, comte de","1846-1870","person","","Lautréamont, comte de, 1846-1870 [person] ; Baselitz, Georg, 1938- [person] ; Lenk, Elisabeth [person] ; Soupault, Ré [person]","","","Germany","München","Rogner & Bernhard","1976","","330 pages, 20 pages of plates, colour illustrations, 18 cm","","X:907/16027","Carroll, Lewis, 1832-1898","","German","",""
"Charade from 'Alice in Wonderland,' and 'Through the Looking-Glass'","Alice's adventures in Wonderland ; Through the looking-glass","000617505","Monograph","Language material ; Text","Volume","","","","B, S. S.","","person","author","B, S. S., author [person] ; Carroll, Lewis, 1832-1898 [person]","Fairy and home pays","number 24 [Fairy and home pays]","England ; United States of America","London ; New York","Samuel French ; T. H. French","1898","","37 pages (8°)","","11781.bbb.19","","Drama","English","",""
"Charles Dodgson, semeiotician","","001975164","Monograph","Language material ; Text","Volume","","","","Kirk, Daniel F.","","person","","Kirk, Daniel F. [person] ; Dodgson, Charles Lutwidge, 1832-1898 [person]","University of Florida monographs. Humanities","number 11 [University of Florida monographs. Humanities]","United States of America","Gainesville","University of Florida Press","1962","","77 pages (8°)","","Ac.2687.hc/2","","","","",""
"Children's classics collection","Alice's adventures in Wonderland ; Anne of Green Gables ; Best fairy tales ; Secret garden","018932826","Monograph","Language material ; Still image ; Text","Volume","GBB8C4765","","9781509894741","","","","","Carroll, Lewis, 1832-1898 [person] ; Montgomery, L. M. (Lucy Maud), 1874-1942 [person] ; Burnett, Frances Hodgson, 1849-1924 [person] ; Andersen, H. C. (Hans Christian), 1805-1875 [person]","","","England","London","Macmillan","2018","","4 volumes, illustrations, 15 cm","808.83034","","Fairy tales ; Children's stories","","English","",""
"Children's classics world of wonder box set","Alice's adventures in Wonderland ; Anne of Green Gables ; Black Beauty ; Oxford children's classics world of wonder box set ; Secret garden ; Through the looking-glass ; World of wonder box set","016912062","Monograph","Language material ; Text","Volume","GBB4B8668","","9780192739810","","","","","Sewell, Anna, 1820-1878 [person] ; Carroll, Lewis, 1832-1898 [person] ; Montgomery, L. M. (Lucy Maud), 1874-1942 [person] ; Burnett, Frances Hodgson, 1849-1924 [person]","","","England","Oxford","Oxford University Press","2014","","5 volumes, 20 cm","823.8","","Children's stories, English","","English","Boxed",""
"Christmas greetings. From a fairy to a child","Phantasmagoria","004042150","Monograph","Language material ; Text","Volume","","","","Carroll, Lewis","1832-1898","person","","Carroll, Lewis, 1832-1898 [person]","","","England","London","Macmillan","1884","","19 cm","","L.23.c.11. (31.)","","","English","A single-sheet poem. reprinted from 'Phantasmagoria'. Subsequently published in 'Alice's adventures under ground'. Photocopy of a copy in the Bodleian Library",""
"Cil-lygadu Carroll = Carroll through the viewfinder","","008374734","Monograph","Language material ; Text","Sheet","GB9883550","","","","","","","","","","Wales","Caerdydd","Amgueddfeydd ac Orielau Cenedlaethol Cymru","1998","","1 folded sheet, illustrations, 30 cm","","","Photography--Wales--Exhibitions ; Carroll, Lewis, 1832-1898--Exhibitions","","English ; Welsh","Catalog arddangosfa = Exhibition catalogue",""
"Clara in Blunderland : a political parody based on Lewis Carroll's Wonderland","","015517044","Monograph","Language material ; Text","Volume","GBB043852","","9781904808497","Lewis, Caroline","1871-1929","person","","Lewis, Caroline, 1871-1929 [person] ; Everson, Michael, 1963- [person]","","","Ireland","Cathair na Mart, Colorado Maigh Eo","Evertype","2010","","ix, 106 pages, illustrations, 22 cm","823.92","YK.2011.a.8598","Carroll, Lewis, 1832-1898--Parodies, imitations, etc ; Great Britain--Politics and government--1901-1910--Humor ; South African War, 1899-1902--Humor","Humour or satire ; Parody","English","Originally published, London : Heinemann, 1902",""
"Clara in Blunderland","","002155326","Monograph","Language material ; Text","Volume","","","","Lewis, Caroline","1871-1929","person","author","R, S. [person] ; Lewis, Caroline, 1871-1929, author [person]","","","England","London","William Heinemann","1902","","xvi, 150 pages, illustrations (8°)","","12315.ccc.48 ; W21/8971","Carroll, Lewis, 1832-1898--Parodies, imitations, etc ; Great Britain--Politics and government--1901-1910--Humor ; South African War, 1899-1902--Humor","Humour or satire ; Parody","English","A political parody on Lewis Carroll's 'Alice's Adventures in Wonderland' and 'Through the Looking Glass'",""
